subcounty_pk,subcounty_code,subcounty_name,district_code,district_name,constituency_code, constituency_name
SC22-3,3,BARR,22,LIRA,101,ERUTE COUNTY SOUTH
SC22-7,7,ITEK,22,LIRA,101,ERUTE COUNTY SOUTH
SC22-3,3,OGUR,22,LIRA,100,ERUTE COUNTY NORTH
SC22-9,9,WIODYEK,22,LIRA,101,ERUTE COUNTY SOUTH
SC144-1,1,LIRA EAST DIVISION,144,LIRA CITY,105,LIRA EAST DIVISION
SC144-1,1,LIRA WEST DIVISION,144,LIRA CITY,349,LIRA WEST DIVISION
SC94-1,1,BUKANGA,94,LUUKA,271,LUUKA SOUTH COUNTY
SC94-2,2,BUKOOMA,94,LUUKA,40,LUUKA NORTH COUNTY
SC94-5,5,BUKOOVA TOWN COUNCIL,94,LUUKA,40,LUUKA NORTH COUNTY
SC94-8,8,BULANGA TOWN COUNCIL,94,LUUKA,271,LUUKA SOUTH COUNTY
SC94-3,3,BULONGO,94,LUUKA,40,LUUKA NORTH COUNTY
SC94-9,9,BUSALAMU TOWN COUNCIL,94,LUUKA,271,LUUKA SOUTH COUNTY
SC94-4,4,IKUMBYA,94,LUUKA,40,LUUKA NORTH COUNTY
SC94-5,5,IRONGO,94,LUUKA,271,LUUKA SOUTH COUNTY
SC94-10,10,KYANVUMA TOWN COUNCIL,94,LUUKA,271,LUUKA SOUTH COUNTY
SC94-8,8,LUUKA TOWN COUNCIL,94,LUUKA,40,LUUKA NORTH COUNTY
SC94-6,6,NAWAMPITI,94,LUUKA,271,LUUKA SOUTH COUNTY
SC94-7,7,WAIBUGA,94,LUUKA,271,LUUKA SOUTH COUNTY
SC23-1,1,BAMUNANIKA,23,LUWEERO,110,BAMUNANIKA COUNTY
SC23-1,1,BOMBO TOWN COUNCIL,23,LUWEERO,108,KATIKAMU COUNTY SOUTH
SC23-6,6,BUSIIKA TOWN COUNCIL,23,LUWEERO,110,BAMUNANIKA COUNTY
SC23-1,1,BUTUNTUMULA,23,LUWEERO,107,KATIKAMU COUNTY NORTH
SC23-2,2,KALAGALA,23,LUWEERO,110,BAMUNANIKA COUNTY
SC23-3,3,KAMIRA,23,LUWEERO,110,BAMUNANIKA COUNTY
SC23-7,7,KAMIRA TOWN COUNCIL,23,LUWEERO,110,BAMUNANIKA COUNTY
SC23-2,2,KATIKAMU,23,LUWEERO,108,KATIKAMU COUNTY SOUTH
SC23-4,4,KIKYUSA,23,LUWEERO,110,BAMUNANIKA COUNTY
SC23-8,8,KIKYUSA TOWN COUNCIL,23,LUWEERO,110,BAMUNANIKA COUNTY
SC23-4,4,LUWEERO TOWN COUNCIL,23,LUWEERO,107,KATIKAMU COUNTY NORTH
SC23-3,3,LUWERO,23,LUWEERO,107,KATIKAMU COUNTY NORTH
SC23-3,3,MAKULUBITA,23,LUWEERO,108,KATIKAMU COUNTY SOUTH
SC23-6,6,NDEJJE TOWN COUNCIL,23,LUWEERO,108,KATIKAMU COUNTY SOUTH
SC23-4,4,NYIMBWA,23,LUWEERO,108,KATIKAMU COUNTY SOUTH
SC23-5,5,WOBULENZI TOWN COUNCIL,23,LUWEERO,108,KATIKAMU COUNTY SOUTH
SC23-5,5,ZIROBWE,23,LUWEERO,110,BAMUNANIKA COUNTY
SC23-9,9,ZIROBWE TOWN COUNCIL,23,LUWEERO,110,BAMUNANIKA COUNTY
SC105-4,4,KATOVU TOWN COUNCIL,105,LWENGO,113,BUKOTO COUNTY WEST
SC105-1,1,KINGO,105,LWENGO,115,BUKOTO COUNTYSOUTH
SC105-3,3,KINONI TOWN COUNCIL,105,LWENGO,115,BUKOTO COUNTYSOUTH
SC105-2,2,KISEKKA,105,LWENGO,115,BUKOTO COUNTYSOUTH
SC105-1,1,KYAZANGA,105,LWENGO,113,BUKOTO COUNTY WEST
SC105-3,3,KYAZANGA TOWN COUNCIL,105,LWENGO,113,BUKOTO COUNTY WEST
SC105-1,1,LWENGO,105,LWENGO,112,BUKOTO COUNTY MID-WEST
SC105-3,3,LWENGO TOWN COUNCIL,105,LWENGO,112,BUKOTO COUNTY MID-WEST
SC105-2,2,MALONGO,105,LWENGO,113,BUKOTO COUNTY WEST
SC105-2,2,NDAGWE,105,LWENGO,112,BUKOTO COUNTY MID-WEST
SC80-1,1,KALIIRO,80,LYANTONDE,191,KABULA COUNTY
SC80-8,8,KALIIRO TOWN COUNCIL,80,LYANTONDE,191,KABULA COUNTY
SC80-2,2,KASAGAMA,80,LYANTONDE,191,KABULA COUNTY
SC80-3,3,KINUUKA,80,LYANTONDE,191,KABULA COUNTY
SC80-7,7,LYAKAJURA,80,LYANTONDE,191,KABULA COUNTY
SC80-4,4,LYANTONDE,80,LYANTONDE,191,KABULA COUNTY
SC80-5,5,LYANTONDE TOWN COUNCIL,80,LYANTONDE,191,KABULA COUNTY
SC80-6,6,MPUMUDDE,80,LYANTONDE,191,KABULA COUNTY
SC133-8,8,ANYIRIBU,133,MADI-OKOLLO,9,UPPER MADI COUNTY
SC133-10,10,EWANGA,133,MADI-OKOLLO,269,LOWER MADI COUNTY
SC133-1,1,INDE TOWN COUNCIL,133,MADI-OKOLLO,269,LOWER MADI COUNTY
SC133-1,1,OFFAKA,133,MADI-OKOLLO,9,UPPER MADI COUNTY
SC133-2,2,OGOKO,133,MADI-OKOLLO,269,LOWER MADI COUNTY
SC133-3,3,OKOLLO,133,MADI-OKOLLO,9,UPPER MADI COUNTY
SC133-7,7,OKOLLO TOWN COUNCIL,133,MADI-OKOLLO,9,UPPER MADI COUNTY
SC133-9,9,PAWOR,133,MADI-OKOLLO,269,LOWER MADI COUNTY
SC133-4,4,RHINO CAMP,133,MADI-OKOLLO,269,LOWER MADI COUNTY
SC133-3,3,RHINO CAMP TOWN COUNCIL,133,MADI-OKOLLO,269,LOWER MADI COUNTY
SC133-5,5,RIGBO,133,MADI-OKOLLO,269,LOWER MADI COUNTY
SC133-6,6,ULEPPI,133,MADI-OKOLLO,9,UPPER MADI COUNTY
SC67-1,1,BUGOBERO,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-27,27,BUGOBERO TOWN COUNCIL,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-26,26,BUKEWA,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-19,19,BUKHADALA,67,MANAFWA,339,BUTIRU COUNTY
SC67-15,15,BUKHOFU,67,MANAFWA,339,BUTIRU COUNTY
SC67-27,27,BUKOMA,67,MANAFWA,339,BUTIRU COUNTY
SC67-7,7,BUKUSU,67,MANAFWA,339,BUTIRU COUNTY
SC67-17,17,BUNABUTSALE,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-8,8,BUNABWANA,67,MANAFWA,339,BUTIRU COUNTY
SC67-9,9,BUSUKUYA,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-2,2,BUTIRU,67,MANAFWA,339,BUTIRU COUNTY
SC67-22,22,BUTIRU TOWN COUNCIL,67,MANAFWA,339,BUTIRU COUNTY
SC67-25,25,BUTOOTO,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-10,10,BUTTA,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-3,3,BUWAGOGO,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-21,21,BUWANGANI TOWN COUNCIL,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-3,3,BUWAYA TOWN COUNCIL,67,MANAFWA,339,BUTIRU COUNTY
SC67-20,20,BUYINZA TOWN COUNCIL,67,MANAFWA,339,BUTIRU COUNTY
SC67-4,4,KAATO,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-11,11,KHABUTOOLA,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-29,29,KIMALULI,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-23,23,LWANJUSI,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-16,16,MAEFE,67,MANAFWA,339,BUTIRU COUNTY
SC67-18,18,MAKENYA,67,MANAFWA,339,BUTIRU COUNTY
SC67-6,6,MANAFWA TOWN COUNCIL,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-31,31,MASAKA TOWN COUNCIL,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-28,28,MAYANZA,67,MANAFWA,339,BUTIRU COUNTY
SC67-13,13,NALONDO,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-24,24,NANGALWE,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-5,5,SIBANGA,67,MANAFWA,126,BUBULO COUNTY WEST
SC67-12,12,SISUNI,67,MANAFWA,339,BUTIRU COUNTY
SC67-14,14,WESWA,67,MANAFWA,126,BUBULO COUNTY WEST
SC77-8,8,AGAII TOWN COUNCIL,77,MARACHA,10,MARACHA COUNTY
SC77-1,1,AJIRA,77,MARACHA,272,MARACHA EAST COUNTY
SC77-6,6,ALIKUA,77,MARACHA,272,MARACHA EAST COUNTY
SC77-3,3,AWIZIRU,77,MARACHA,10,MARACHA COUNTY
SC77-10,10,DRAMBU,77,MARACHA,272,MARACHA EAST COUNTY
SC77-1,1,KIJOMORO,77,MARACHA,10,MARACHA COUNTY
SC77-8,8,MARACHA TOWN COUNCIL,77,MARACHA,272,MARACHA EAST COUNTY
SC77-2,2,NYADRI,77,MARACHA,272,MARACHA EAST COUNTY
SC77-9,9,NYADRI SOUTH,77,MARACHA,272,MARACHA EAST COUNTY
SC77-2,2,OBIBA,77,MARACHA,10,MARACHA COUNTY
SC77-7,7,OKOKORO TOWN COUNCIL,77,MARACHA,10,MARACHA COUNTY
SC77-3,3,OLEBA,77,MARACHA,272,MARACHA EAST COUNTY
SC77-11,11,OLEBA TOWN COUNCIL,77,MARACHA,272,MARACHA EAST COUNTY
SC77-6,6,OLUFE,77,MARACHA,10,MARACHA COUNTY
SC77-4,4,OLUVU,77,MARACHA,10,MARACHA COUNTY
SC77-5,5,OVUJO TOWN COUNCIL,77,MARACHA,10,MARACHA COUNTY
SC77-4,4,PARANGA,77,MARACHA,272,MARACHA EAST COUNTY
SC77-7,7,TARA,77,MARACHA,272,MARACHA EAST COUNTY
SC77-5,5,YIVU,77,MARACHA,272,MARACHA EAST COUNTY
SC24-1,1,BUKAKATA,24,MASAKA,114,BUKOTO COUNTY EAST
SC24-2,2,BUWUNGA,24,MASAKA,114,BUKOTO COUNTY EAST
SC24-2,2,KYANAMUKAKA,24,MASAKA,116,BUKOTO COUNTY CENTRAL
SC24-3,3,KYESIIGA,24,MASAKA,116,BUKOTO COUNTY CENTRAL
SC141-1,1,KIMAANYA-KABONERA DIVISION,141,MASAKA CITY,121,KIMAANYA-KABONERA DIVISION
SC141-1,1,NYENDO-MUKUNGWE DIVISION,141,MASAKA CITY,301,NYENDO-MUKUNGWE DIVISION
SC25-5,5,BIKONZI,25,MASINDI,122,BUJENJE COUNTY
SC25-1,1,BUDONGO,25,MASINDI,122,BUJENJE COUNTY
SC25-4,4,BULIMA TOWN COUNCIL,25,MASINDI,122,BUJENJE COUNTY
SC25-2,2,BWIJANGA,25,MASINDI,122,BUJENJE COUNTY
SC25-3,3,CENTRAL DIVISION,25,MASINDI,230,MASINDI MUNICIPALITY
SC25-3,3,KABANGO TOWN COUNCIL,25,MASINDI,122,BUJENJE COUNTY
SC25-1,1,KARUJUBU DIVISION,25,MASINDI,230,MASINDI MUNICIPALITY
SC25-4,4,KIGULYA DIVISION,25,MASINDI,230,MASINDI MUNICIPALITY
SC25-7,7,KIJUNJUBWA,25,MASINDI,124,BURULI COUNTY
SC25-8,8,KIJUNJUBWA TOWN COUNCIL,25,MASINDI,124,BURULI COUNTY
SC25-2,2,KIMENGO,25,MASINDI,124,BURULI COUNTY
SC25-5,5,KIRULI,25,MASINDI,124,BURULI COUNTY
SC25-1,1,KYATIRI TOWN COUNCIL,25,MASINDI,124,BURULI COUNTY
SC25-3,3,LABONGO,25,MASINDI,124,BURULI COUNTY
SC25-4,4,MIIRYA,25,MASINDI,124,BURULI COUNTY
SC25-2,2,NYANGAHYA DIVISION,25,MASINDI,230,MASINDI MUNICIPALITY
SC25-6,6,NYANTONZI,25,MASINDI,122,BUJENJE COUNTY
SC25-6,6,PAKANYI,25,MASINDI,124,BURULI COUNTY
SC49-1,1,BAITAMBOGWE,49,MAYUGE,36,BUNYA COUNTY WEST
SC49-5,5,BUGADDE TOWN COUNCIL,49,MAYUGE,35,BUNYA COUNTY SOUTH
SC49-3,3,BUKABOOLI,49,MAYUGE,34,BUNYA COUNTY EAST
SC49-4,4,BUKATUBE,49,MAYUGE,36,BUNYA COUNTY WEST
SC49-4,4,BUSAKIRA,49,MAYUGE,35,BUNYA COUNTY SOUTH
SC49-1,1,BUWAAYA,49,MAYUGE,34,BUNYA COUNTY EAST
SC49-6,6,BWONDHA TOWN COUNCIL,49,MAYUGE,35,BUNYA COUNTY SOUTH
SC49-2,2,IMANYIRO,49,MAYUGE,36,BUNYA COUNTY WEST
SC49-3,3,JAGUZI,49,MAYUGE,35,BUNYA COUNTY SOUTH
SC49-2,2,KIGANDALO,49,MAYUGE,34,BUNYA COUNTY EAST
SC49-1,1,KITYERERA,49,MAYUGE,35,BUNYA COUNTY SOUTH
SC49-6,6,MAGAMAGA TOWN COUNCIL,49,MAYUGE,36,BUNYA COUNTY WEST
SC49-2,2,MALONGO,49,MAYUGE,35,BUNYA COUNTY SOUTH
SC49-3,3,MAYUGE TOWN COUNCIL,49,MAYUGE,36,BUNYA COUNTY WEST
SC49-4,4,MPUNGWE,49,MAYUGE,34,BUNYA COUNTY EAST
SC49-5,5,WAIRASA,49,MAYUGE,36,BUNYA COUNTY WEST
SC26-6,6,BUBYANGU,26,MBALE,131,BUNGOKHO COUNTY NORTH
SC26-7,7,BUDWALE,26,MBALE,131,BUNGOKHO COUNTY NORTH
SC26-1,1,BUFUMBO,26,MBALE,131,BUNGOKHO COUNTY NORTH
SC26-1,1,BUKHIENDE,26,MBALE,132,BUNGOKHO COUNTY SOUTH
SC26-8,8,BUMASIKYE,26,MBALE,132,BUNGOKHO COUNTY SOUTH
SC26-11,11,BUMBOBI,26,MBALE,332,BUNGOKHO CENTRAL COUNTY
SC26-15,15,BUNAMBUTYE,26,MBALE,132,BUNGOKHO COUNTY SOUTH
SC26-2,2,BUNGOKHO,26,MBALE,332,BUNGOKHO CENTRAL COUNTY
SC26-3,3,BUSANO,26,MBALE,332,BUNGOKHO CENTRAL COUNTY
SC26-4,4,BUSIU,26,MBALE,132,BUNGOKHO COUNTY SOUTH
SC26-13,13,BUSIU TOWN COUNCIL,26,MBALE,132,BUNGOKHO COUNTY SOUTH
SC26-5,5,BUSOBA,26,MBALE,332,BUNGOKHO CENTRAL COUNTY
SC26-11,11,JEWA TOWN COUNCIL,26,MBALE,131,BUNGOKHO COUNTY NORTH
SC26-9,9,LUKHONGE,26,MBALE,132,BUNGOKHO COUNTY SOUTH
SC26-12,12,NABUMALI TOWN COUNCIL,26,MBALE,332,BUNGOKHO CENTRAL COUNTY
SC26-10,10,NYONDO,26,MBALE,332,BUNGOKHO CENTRAL COUNTY
SC26-5,5,WANALE,26,MBALE,131,BUNGOKHO COUNTY NORTH
SC142-1,1,INDUSTRIAL DIVISION,142,MBALE CITY,134,INDUSTRIAL DIVISION
SC142-1,1,NORTHERN DIVISION,142,MBALE CITY,302,NORTHERN DIVISION
SC27-1,1,BUBAARE,27,MBARARA,259,KASHARI SOUTH COUNTY
SC27-2,2,BUKIIRO,27,MBARARA,259,KASHARI SOUTH COUNTY
SC27-4,4,BUKIIRO TOWN COUNCIL,27,MBARARA,259,KASHARI SOUTH COUNTY
SC27-3,3,BWIZIBWERA-RUTOOMA TOWN COUNCIL,27,MBARARA,259,KASHARI SOUTH COUNTY
SC27-3,3,KAGONGI,27,MBARARA,140,KASHARI NORTH COUNTY
SC27-5,5,KASHARE,27,MBARARA,140,KASHARI NORTH COUNTY
SC27-1,1,NYABISIRIRA TOWN COUNCIL,27,MBARARA,140,KASHARI NORTH COUNTY
SC27-6,6,RUBAYA,27,MBARARA,259,KASHARI SOUTH COUNTY
SC27-7,7,RUBINDI,27,MBARARA,140,KASHARI NORTH COUNTY
SC27-12,12,RUBINDI-RUHUMBA TOWN COUNCIL,27,MBARARA,140,KASHARI NORTH COUNTY
SC27-8,8,RWANYAMAHEMBE TOWN COUNCIL,27,MBARARA,259,KASHARI SOUTH COUNTY
SC140-1,1,MBARARA NORTH DIVISION,140,MBARARA CITY,144,MBARARA NORTH DIVISION
SC140-1,1,MBARARA SOUTH DIVISION,140,MBARARA CITY,300,MBARARA SOUTH DIVISION
SC106-1,1,BITEREKO,106,MITOOMA,277,RUHINDA NORTH COUNTY
SC106-2,2,KABIRA,106,MITOOMA,335,RUHINDA SOUTH COUNTY
SC106-3,3,KABIRA TOWN COUNCIL,106,MITOOMA,335,RUHINDA SOUTH COUNTY
SC106-3,3,KANYABWANGA,106,MITOOMA,277,RUHINDA NORTH COUNTY
SC106-4,4,KASHENSHERO,106,MITOOMA,20,RUHINDA COUNTY
SC106-11,11,KASHENSHERO TOWN COUNCIL,106,MITOOMA,20,RUHINDA COUNTY
SC106-8,8,KATENGA,106,MITOOMA,20,RUHINDA COUNTY
SC106-6,6,KIGYENDE,106,MITOOMA,277,RUHINDA NORTH COUNTY
SC106-5,5,KIYANGA,106,MITOOMA,277,RUHINDA NORTH COUNTY
SC106-9,9,MAYANGA,106,MITOOMA,335,RUHINDA SOUTH COUNTY
SC106-6,6,MITOOMA,106,MITOOMA,20,RUHINDA COUNTY
SC106-12,12,MITOOMA TOWN COUNCIL,106,MITOOMA,20,RUHINDA COUNTY
SC106-7,7,MUTARA,106,MITOOMA,335,RUHINDA SOUTH COUNTY
SC106-8,8,MUTARA TOWN COUNCIL,106,MITOOMA,335,RUHINDA SOUTH COUNTY
SC106-1,1,NYAKIZINGA,106,MITOOMA,335,RUHINDA SOUTH COUNTY
SC106-10,10,RUREHE,106,MITOOMA,335,RUHINDA SOUTH COUNTY
SC106-4,4,RUTOOKYE TOWN COUNCIL,106,MITOOMA,277,RUHINDA NORTH COUNTY
SC106-2,2,RWOBURUNGA,106,MITOOMA,277,RUHINDA NORTH COUNTY
SC68-5,5,BBANDA,68,MITYANA,165,BUSUJJU COUNTY
SC68-6,6,BBANDA TOWN COUNCIL,68,MITYANA,165,BUSUJJU COUNTY
SC68-1,1,BULERA,68,MITYANA,169,MITYANA COUNTY NORTH
SC68-1,1,BUSIMBI DIVISION,68,MITYANA,289,MITYANA MUNICIPALITY
SC68-10,10,BUSUNJU TOWN COUNCIL,68,MITYANA,170,MITYANA COUNTY SOUTH
SC68-1,1,BUTAYUNJA,68,MITYANA,165,BUSUJJU COUNTY
SC68-2,2,CENTRAL DIVISION,68,MITYANA,289,MITYANA MUNICIPALITY
SC68-2,2,KAKINDU,68,MITYANA,165,BUSUJJU COUNTY
SC68-3,3,KALANGAALO,68,MITYANA,169,MITYANA COUNTY NORTH
SC68-2,2,KIKANDWA,68,MITYANA,169,MITYANA COUNTY NORTH
SC68-3,3,MAANYI,68,MITYANA,165,BUSUJJU COUNTY
SC68-4,4,MALANGALA,68,MITYANA,165,BUSUJJU COUNTY
SC68-4,4,NAMUNGO,68,MITYANA,170,MITYANA COUNTY SOUTH
SC68-3,3,SSEKANYONYI,68,MITYANA,170,MITYANA COUNTY SOUTH
SC68-5,5,SSEKANYONYI TOWN COUNCIL,68,MITYANA,170,MITYANA COUNTY SOUTH
SC68-3,3,TTAMU DIVISION,68,MITYANA,289,MITYANA MUNICIPALITY
SC68-7,7,ZIGOTI TOWN COUNCIL,68,MITYANA,165,BUSUJJU COUNTY
SC28-1,1,KATIKEKILE,28,MOROTO,278,TEPETH COUNTY
SC28-1,1,LOPUTUK,28,MOROTO,147,MATHENIKO COUNTY
SC28-4,4,LOTISAN,28,MOROTO,147,MATHENIKO COUNTY
SC28-2,2,NADUNGET,28,MOROTO,147,MATHENIKO COUNTY
SC28-5,5,NADUNGET TOWN COUNCIL,28,MOROTO,147,MATHENIKO COUNTY
SC28-1,1,NORTH DIVISION,28,MOROTO,150,MOROTO MUNICIPALITY
SC28-3,3,RUPA,28,MOROTO,147,MATHENIKO COUNTY
SC28-2,2,SOUTH DIVISION,28,MOROTO,150,MOROTO MUNICIPALITY
SC28-4,4,TAPAC,28,MOROTO,278,TEPETH COUNTY
SC29-8,8,ALURU,29,MOYO,153,WEST MOYO COUNTY
SC29-1,1,DUFILE,29,MOYO,153,WEST MOYO COUNTY
SC29-6,6,LAROPI,29,MOYO,153,WEST MOYO COUNTY
SC29-9,9,LAROPI TOWN COUNCIL,29,MOYO,153,WEST MOYO COUNTY
SC29-2,2,LEFORI,29,MOYO,153,WEST MOYO COUNTY
SC29-10,10,LEFORI TOWN COUNCIL,29,MOYO,153,WEST MOYO COUNTY
SC29-3,3,METU,29,MOYO,153,WEST MOYO COUNTY
SC29-4,4,MOYO,29,MOYO,153,WEST MOYO COUNTY
SC29-5,5,MOYO TOWN COUNCIL,29,MOYO,153,WEST MOYO COUNTY
SC29-7,7,OTCE,29,MOYO,153,WEST MOYO COUNTY
SC30-1,1,BUWAMA,30,MPIGI,163,MAWOKOTA COUNTY SOUTH
SC30-4,4,BUWAMA TOWN COUNCIL,30,MPIGI,163,MAWOKOTA COUNTY SOUTH
SC30-1,1,KAMMENGO,30,MPIGI,162,MAWOKOTA COUNTY NORTH
SC30-5,5,KAYABWE TOWN COUNCIL,30,MPIGI,163,MAWOKOTA COUNTY SOUTH
SC30-2,2,KIRINGENTE,30,MPIGI,162,MAWOKOTA COUNTY NORTH
SC30-2,2,KITUNTU,30,MPIGI,163,MAWOKOTA COUNTY SOUTH
SC30-4,4,MPIGI TOWN COUNCIL,30,MPIGI,162,MAWOKOTA COUNTY NORTH
SC30-5,5,MUDUMA,30,MPIGI,162,MAWOKOTA COUNTY NORTH
SC30-3,3,NKOZI,30,MPIGI,163,MAWOKOTA COUNTY SOUTH
SC31-1,1,BAGEZZA,31,MUBENDE,221,KASAMBYA COUNTY
SC31-2,2,BUTOLOOGO,31,MUBENDE,166,BUWEKULA COUNTY
SC31-1,1,EAST DIVISION,31,MUBENDE,290,MUBENDE MUNICIPALITY
SC31-3,3,KALONGA,31,MUBENDE,313,BUWEKULA SOUTH COUNTY
SC31-3,3,KASAMBYA,31,MUBENDE,221,KASAMBYA COUNTY
SC31-10,10,KASAMBYA TOWN COUNCIL,31,MUBENDE,221,KASAMBYA COUNTY
SC31-7,7,KAYEBE,31,MUBENDE,313,BUWEKULA SOUTH COUNTY
SC31-2,2,KIBALINGA,31,MUBENDE,221,KASAMBYA COUNTY
SC31-8,8,KIGANDO,31,MUBENDE,221,KASAMBYA COUNTY
SC31-1,1,KIRUUMA,31,MUBENDE,166,BUWEKULA COUNTY
SC31-4,4,KITENGA,31,MUBENDE,313,BUWEKULA SOUTH COUNTY
SC31-5,5,KIYUUNI,31,MUBENDE,166,BUWEKULA COUNTY
SC31-5,5,KYENDA TOWN COUNCIL,31,MUBENDE,313,BUWEKULA SOUTH COUNTY
SC31-4,4,LUBIMBIRI,31,MUBENDE,221,KASAMBYA COUNTY
SC31-6,6,MADUDU,31,MUBENDE,166,BUWEKULA COUNTY
SC31-9,9,NABINGOOLA,31,MUBENDE,221,KASAMBYA COUNTY
SC31-11,11,NABINGOOLA TOWN COUNCIL,31,MUBENDE,221,KASAMBYA COUNTY
SC31-2,2,SOUTH DIVISION,31,MUBENDE,290,MUBENDE MUNICIPALITY
SC31-3,3,WEST DIVISION,31,MUBENDE,290,MUBENDE MUNICIPALITY
SC32-1,1,GOMA DIVISION,32,MUKONO,231,MUKONO MUNICIPALITY
SC32-1,1,KASAWO,32,MUKONO,178,NAKIFUMA COUNTY
SC32-7,7,KASAWO TOWN COUNCIL,32,MUKONO,178,NAKIFUMA COUNTY
SC32-6,6,KATOSI TOWN COUNCIL,32,MUKONO,177,MUKONO COUNTY SOUTH
SC32-2,2,KIMENYEDDE,32,MUKONO,178,NAKIFUMA COUNTY
SC32-1,1,KOOME ISLANDS,32,MUKONO,177,MUKONO COUNTY SOUTH
SC32-2,2,KYAMPISI,32,MUKONO,176,MUKONO COUNTY NORTH
SC32-5,5,MPATTA,32,MUKONO,177,MUKONO COUNTY SOUTH
SC32-4,4,MPUNGE,32,MUKONO,177,MUKONO COUNTY SOUTH
SC32-3,3,MUKONO CENTRAL DIVISION,32,MUKONO,231,MUKONO MUNICIPALITY
SC32-4,4,NAGOJJE,32,MUKONO,178,NAKIFUMA COUNTY
SC32-8,8,NAKIFUMA-NAGGALAMA TOWN COUNCIL,32,MUKONO,178,NAKIFUMA COUNTY
SC32-2,2,NAKISUNGA,32,MUKONO,177,MUKONO COUNTY SOUTH
SC32-4,4,NAMA,32,MUKONO,176,MUKONO COUNTY NORTH
SC32-9,9,NAMATABA TOWN COUNCIL,32,MUKONO,178,NAKIFUMA COUNTY
SC32-5,5,NAMUGANGA,32,MUKONO,178,NAKIFUMA COUNTY
SC32-8,8,NTENJERU-KISOGA TOWN COUNCIL,32,MUKONO,177,MUKONO COUNTY SOUTH
SC32-6,6,NTUNDA,32,MUKONO,178,NAKIFUMA COUNTY
SC128-5,5,KOSIKE,128,NABILATUK,148,PIAN COUNTY
SC128-1,1,LOLACHAT,128,NABILATUK,148,PIAN COUNTY
SC128-2,2,LORENGEDWAT,128,NABILATUK,148,PIAN COUNTY
SC128-3,3,NABILATUK,128,NABILATUK,148,PIAN COUNTY
SC128-6,6,NABILATUK TOWN COUNCIL,128,NABILATUK,148,PIAN COUNTY
SC128-4,4,NATIRAE,128,NABILATUK,148,PIAN COUNTY
SC56-6,6,KAAWACH,56,NAKAPIRIPIRIT,146,CHEKWII COUNTY (KADAM)
SC56-1,1,KAKOMONGOLE,56,NAKAPIRIPIRIT,146,CHEKWII COUNTY (KADAM)
SC56-8,8,LEMUSUI,56,NAKAPIRIPIRIT,314,CHEKWII EAST COUNTY
SC56-5,5,LOREGAE,56,NAKAPIRIPIRIT,146,CHEKWII COUNTY (KADAM)
SC56-7,7,LORENG,56,NAKAPIRIPIRIT,146,CHEKWII COUNTY (KADAM)
SC56-2,2,MORUITA,56,NAKAPIRIPIRIT,314,CHEKWII EAST COUNTY
SC56-3,3,NAKAPIRIPIRIT TOWN COUNCIL,56,NAKAPIRIPIRIT,314,CHEKWII EAST COUNTY
SC56-4,4,NAMALU,56,NAKAPIRIPIRIT,146,CHEKWII COUNTY (KADAM)
SC56-4,4,TOKORA,56,NAKAPIRIPIRIT,314,CHEKWII EAST COUNTY
SC69-1,1,KAASANGOMBE,69,NAKASEKE,109,NAKASEKE SOUTH COUNTY
SC69-2,2,KAPEEKA,69,NAKASEKE,109,NAKASEKE SOUTH COUNTY
SC69-3,3,KIKAMULO,69,NAKASEKE,315,NAKASEKE CENTRAL COUNTY
SC69-14,14,KINONI,69,NAKASEKE,223,NAKASEKE NORTH COUNTY
SC69-8,8,KINYOGOGA,69,NAKASEKE,223,NAKASEKE NORTH COUNTY
SC69-15,15,KITTO,69,NAKASEKE,315,NAKASEKE CENTRAL COUNTY
SC69-12,12,KIWOKO TOWN COUNCIL,69,NAKASEKE,315,NAKASEKE CENTRAL COUNTY
SC69-4,4,NAKASEKE,69,NAKASEKE,109,NAKASEKE SOUTH COUNTY
SC69-9,9,NAKASEKE BUTALANGU TOWN COUNCI,69,NAKASEKE,315,NAKASEKE CENTRAL COUNTY
SC69-10,10,NAKASEKE TOWN COUNCIL,69,NAKASEKE,109,NAKASEKE SOUTH COUNTY
SC69-5,5,NGOMA,69,NAKASEKE,223,NAKASEKE NORTH COUNTY
SC69-13,13,NGOMA TOWN COUNCIL,69,NAKASEKE,223,NAKASEKE NORTH COUNTY
SC69-6,6,SEMUTO,69,NAKASEKE,109,NAKASEKE SOUTH COUNTY
